ID;Name;Latitude;Longitude;TransportType;adresse;compl_adresse;code_postale
865;Monge - Claude Bernard;48.8389267;2.3507645;bus;Place Claude Sautet;Quartier du Jardin des Plantes;75005
866;Monge - Claude Bernard;48.83889;2.350939;bus;Rue Monge;Quartier du Jardin des Plantes;75005
867;Lycée Henri IV;48.8461796;2.3486258;bus;Rue Clovis;Quartier de la Sorbonne;75005
868;Cardinal Lemoine - Monge;48.8462806;2.3510037;bus;Rue du Cardinal Lemoine;Quartier Saint-Victor;75005
869;Luxembourg;48.8476489;2.340449;bus;Place Edmond Rostand;Quartier de l'Odéon;75006
870;Institut du Monde Arabe;48.8490884;2.3558926;bus;Rue des Fossés Saint-Bernard;Quartier Saint-Victor;75005
871;Lycée Henri IV;48.8462688;2.3487092;bus;Rue Clovis;Quartier de la Sorbonne;75005
872;Panthéon;48.8466424;2.3436914;bus;Rue Soufflot;Quartier de la Sorbonne;75005
873;Panthéon;48.8466962;2.3442208;bus;Rue Soufflot;Quartier de la Sorbonne;75005
874;Cardinal Lemoine - Monge;48.8467291;2.3519515;bus;Rue du Cardinal Lemoine;Quartier Saint-Victor;75005
875;Gare d'Austerlitz - Cour Seine;48.843289;2.3659385;bus;Quai d'Austerlitz;Quartier de la Salpêtrière;75013
876;Université Paris VI;48.8491339;2.3577402;bus;Quai Saint-Bernard;Quartier Saint-Victor;75005
877;Jardin des Plantes;48.8444611;2.3638117;bus;Esplanade Lamarck;Quartier du Jardin des Plantes;75005
878;Sénat;48.8492312;2.3369853;bus;Rue de Vaugirard;Quartier de l'Odéon;75006
879;Rennes - Raspail;48.8474868;2.3282896;bus;Rue de Vaugirard;Quartier Notre-Dame-des-Champs;75006
880;Gare d'Austerlitz;48.8436066;2.3652724;bus;Place Valhubert;Quartier de la Salpêtrière;75013
881;Cuvier;48.8471829;2.3603072;bus;Quai Saint-Bernard;Quartier Saint-Victor;75005
882;Bibliothèque François Mitterrand;48.8292241;2.3777049;bus;Quai F;Quartier de la Gare;75013
883;Université Paris VI;48.8484507;2.3584221;bus;Quai Saint-Bernard;Quartier Saint-Victor;75005
884;Bibliothèque Nationale de France;48.8343173;2.3733707;bus;Avenue de France;Quartier de la Gare;75013
885;Musée du Luxembourg;48.8485716;2.3320351;bus;Rue de Vaugirard;Quartier de l'Odéon;75006
886;Maine - Vaugirard;48.8447711;2.3192081;bus;Rue de Vaugirard;Quartier Necker;75015
887;Musée du Luxembourg;48.8487681;2.3333437;bus;Rue de Vaugirard;Quartier de l'Odéon;75006
888;Bibliothèque Nationale de France;48.8346575;2.3733881;bus;Rue Raymond Aron;Quartier de la Gare;75013
889;Émile Durkheim;48.8311701;2.3763282;bus;Avenue de France;Quartier de la Gare;75013
890;Rennes - Raspail;48.8474523;2.3285202;bus;Rue de Vaugirard;Quartier Notre-Dame-des-Champs;75006
891;Gare d'Austerlitz;48.8437842;2.3642271;bus;Place Valhubert;Quartier du Jardin des Plantes;75005
892;Georges Brassens;48.8301471;2.2956688;bus;Rue de Dantzig;Quartier Saint-Lambert;75015
893;Morillons - Dantzig;48.8329279;2.2979942;bus;Rue de Dantzig;Quartier Saint-Lambert;75015
894;Théâtre de la Plaine - Guillaumat;48.8280306;2.2932205;bus;Rue du Général Guillaumat;Quartier Saint-Lambert;75015
895;Bibliothèque François Mitterrand;48.8300583;2.3769122;bus;Quartier de la Gare;Paris 13e Arrondissement;75013
896;Morillons - Dantzig;48.8331727;2.2993941;bus;Rue des Morillons;Quartier Saint-Lambert;75015
897;Place Charles Vallin;48.8351781;2.302721;bus;Rue de Cronstadt;Quartier Saint-Lambert;75015
898;Place Charles Vallin;48.8352411;2.3031151;bus;Rue de Vouillé;Quartier Saint-Lambert;75015
899;Théâtre de la Plaine - Guillaumat;48.8281384;2.2929988;bus;Rue du Général Guillaumat;Quartier Saint-Lambert;75015
900;Georges Brassens;48.8301362;2.295954;bus;Rue de Dantzig;Quartier Saint-Lambert;75015
901;Morillons - Brancion;48.8322353;2.3026706;bus;Rue des Morillons;Quartier Saint-Lambert;75015
902;Place Charles Vallin;48.8357176;2.301862;bus;Rue de la Convention;Quartier Saint-Lambert;75015
903;Canal Saint-Martin;48.8801898;2.3668847;bus;Rue Louis Blanc;Quartier de l'Hôpital Saint-Louis;75010
904;Degas;48.8489633;2.2751388;bus;Avenue de Versailles;Quartier d'Auteuil;75016
905;Crimée;48.8904236;2.3762082;bus;Avenue de Flandre;Quartier de la Villette;75019
906;Cauchy;48.8429276;2.2776213;bus;Rue Balard;Quartier de Javel;75015
907;Javel;48.8460831;2.2779311;bus;Avenue Émile Zola;Quartier de Javel;75015
908;Cauchy;48.8425254;2.2772241;bus;Rue Cauchy;Quartier de Javel;75015
909;Émile Zola - Javel;48.8463745;2.2812414;bus;Avenue Émile Zola;Quartier de Javel;75015
910;Parc André Citroën;48.8400351;2.278159;bus;Rue Balard;Quartier de Javel;75015
911;Charles Michels;48.8463476;2.2865098;bus;Rue des Entrepreneurs;Quartier de Grenelle;75015
912;Violet;48.8449605;2.2898572;bus;Rue des Entrepreneurs;Quartier de Grenelle;75015
913;Charles Michels;48.8471478;2.2851722;bus;Rue Linois;Quartier de Grenelle;75015
914;Émile Zola - Javel;48.8462588;2.2814202;bus;Place Alphonse Humbert;Quartier de Javel;75015
915;Félix Faure;48.8434211;2.2935734;bus;Rue des Entrepreneurs;Quartier de Javel;75015
916;Raynouard - Ranelagh;48.8534614;2.2769159;bus;Rue Raynouard;Quartier de la Muette;75016
917;Javel;48.8463859;2.27734;bus;Quai André Citroën;Quartier de Javel;75015
918;Péclet;48.8437425;2.2979807;bus;Rue Mademoiselle;Quartier Saint-Lambert;75015
919;Parc André Citroën;48.8406969;2.277877;bus;Rue Balard;Quartier de Javel;75015
920;Violet;48.8447996;2.2899924;bus;Rue des Entrepreneurs;Quartier de Javel;75015
921;Pont de Grenelle - Place Fernand Forest;48.8488086;2.2822567;bus;Rue Linois;Quartier de Javel;75015
922;Pont de Grenelle - Place Fernand Forest;48.8490144;2.2823023;bus;Rue Linois;Quartier de Grenelle;75015
923;Champ de Mars - Suffren;48.8549684;2.2958359;bus;Avenue Joseph Bouvard;Quartier du Gros-Caillou;75007
924;Rapp - La Bourdonnais;48.8572643;2.3000289;bus;Avenue Barbey d'Aurevilly;Quartier du Gros-Caillou;75007
925;Rapp - La Bourdonnais;48.8574417;2.2995206;bus;Avenue Émile Pouvillon;Quartier du Gros-Caillou;75007
926;Tour Eiffel;48.8603413;2.2958124;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
927;Bosquet - Rapp;48.8623933;2.300974;bus;Quai Branly;Quartier du Gros-Caillou;75007
928;Bosquet - Rapp;48.8628003;2.3020368;bus;Pont de l'Alma;Quartier du Gros-Caillou;75007
929;Champ de Mars - Suffren;48.8549702;2.2966565;bus;Avenue Charles Floquet;Quartier du Gros-Caillou;75007
930;Dupleix;48.851976;2.2920058;bus;Rue Desaix;Quartier de Grenelle;75015
931;Desaix;48.8530417;2.2933427;bus;Rue Desaix;Quartier de Grenelle;75015
932;Desaix;48.8528479;2.2929368;bus;Rue Desaix;Quartier de Grenelle;75015
933;Tour Eiffel;48.8604705;2.2958933;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
934;Michel-Ange - Auteuil;48.8488003;2.2637988;bus;Rue Poussin;Quartier d'Auteuil;75016
935;Champ de Mars - La Bourdonnais;48.8565257;2.3020405;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
936;Oudinot;48.8489693;2.3152122;bus;Boulevard des Invalides;Quartier de l'École Militaire;75007
937;Champ de Mars - La Bourdonnais;48.855836;2.3028001;bus;Avenue de la Bourdonnais;Quartier du Gros-Caillou;75007
938;Sèvres - Babylone;48.8521152;2.3268386;bus;Boulevard Raspail;Quartier Saint-Thomas-d'Aquin;75007
939;Bac - Saint-Placide;48.8496572;2.3227652;bus;Rue de Sèvres;Quartier Saint-Thomas-d'Aquin;75007
940;Saint-François-Xavier;48.8516444;2.3140726;bus;Quartier de l'École Militaire;Paris 7e Arrondissement;75007
941;Vaneau - Saint-Romain;48.8485811;2.3210023;bus;Galerie Sevrien;Quartier Notre-Dame-des-Champs;75006
942;Duquesne - Lowendal;48.8524058;2.3088586;bus;Avenue Duquesne;Quartier de l'École Militaire;75007
943;Saint-François-Xavier;48.8518368;2.3152799;bus;Rue de Babylone;Quartier des Invalides;75007
944;Sèvres - Babylone;48.8512266;2.3262946;bus;Rue de Sèvres;Quartier Saint-Thomas-d'Aquin;75007
945;Bac - Saint-Placide;48.849533;2.3228679;bus;Rue de Sèvres;Quartier Notre-Dame-des-Champs;75006
946;Gare d'Auteuil;48.8482474;2.2591963;bus;Boulevard Suchet;Quartier d'Auteuil;75016
947;Place de la Chapelle;48.8845473;2.3611014;bus;Boulevard de la Chapelle;Quartier de la Chapelle;75018
948;Porte d'Auteuil;48.8477013;2.2580426;bus;Place de la Porte d'Auteuil;Quartier d'Auteuil;75016
949;Église d'Auteuil;48.8480152;2.2697757;bus;Avenue Théophile Gautier;Quartier d'Auteuil;75016
950;Pont Mirabeau;48.8476571;2.2729102;bus;Rue de Rémusat;Quartier d'Auteuil;75016
951;Wilhem - Versailles;48.8455489;2.2719817;bus;Avenue de Versailles;Quartier d'Auteuil;75016
952;Centre Georges Pompidou;48.8599526;2.352725;bus;Rue du Renard;Quartier Saint-Merri;75004
953;Colonel Fabien;48.8780052;2.371209;bus;Avenue Mathurin Moreau;Quartier du Combat;75019
954;Mathurin Moreau - Simon Bolivar;48.8784159;2.3737947;bus;Avenue Mathurin Moreau;Quartier du Combat;75019
955;Mathurin Moreau - Simon Bolivar;48.8783992;2.3747044;bus;Avenue Mathurin Moreau;Quartier du Combat;75019
956;Secrétan - Buttes Chaumont;48.8787729;2.3780704;bus;Avenue Mathurin Moreau;Quartier du Combat;75019
957;Secrétan - Buttes Chaumont;48.8788874;2.3779971;bus;Avenue Mathurin Moreau;Quartier du Combat;75019
958;Mathurin Moreau - Simon Bolivar;48.8787857;2.3744196;bus;Avenue Simón Bolívar;Quartier du Combat;75019
959;Mathurin Moreau - Simon Bolivar;48.8786977;2.3742243;bus;Avenue Simón Bolívar;Quartier du Combat;75019
960;Porte de Champerret;48.8858628;2.292222;bus;Avenue Stéphane Mallarmé;Quartier de la Plaine-de-Monceau;75017
961;Wilhem;48.8450475;2.2711931;bus;Avenue de Versailles;Quartier d'Auteuil;75016
962;Exelmans;48.8434154;2.2604846;bus;Rue Michel-Ange;Quartier d'Auteuil;75016
963;Porte Molitor;48.8448861;2.2574517;bus;Boulevard Murat;Quartier d'Auteuil;75016
964;Lycée Claude Bernard;48.8421287;2.2559039;bus;Boulevard Murat;Quartier d'Auteuil;75016
965;Lycée Claude Bernard;48.8421456;2.2561783;bus;Boulevard Murat;Quartier d'Auteuil;75016
966;Versailles - Chardon Lagache;48.839441;2.2619754;bus;Avenue de Versailles;Quartier d'Auteuil;75016
967;Versailles - Chardon Lagache;48.8387616;2.2623727;bus;Rue Claude Terrasse;Quartier d'Auteuil;75016
968;Versailles - Chardon Lagache;48.8399235;2.2628064;bus;Rue Chardon-Lagache;Quartier d'Auteuil;75016
969;Versailles - Exelmans;48.8404861;2.2643586;bus;Avenue de Versailles;Quartier d'Auteuil;75016
970;Victorien Sardou;48.843094;2.2692276;bus;Avenue de Versailles;Quartier d'Auteuil;75016
971;Lachambeaudie;48.8358949;2.3858274;bus;Rue de Bercy;Quartier de Bercy;75012
972;Pajol - Département;48.886868;2.3613291;bus;Rue Pajol;Quartier de la Chapelle;75018
973;Pajol - Riquet;48.8898844;2.3634601;bus;Rue Riquet;Quartier de la Chapelle;75018
974;Châtelet;48.8574845;2.3489471;bus;Avenue Victoria;Quartier Saint-Merri;75004
975;Porte de Saint-Cloud;48.8380099;2.2561412;bus;Place de la Porte de Saint-Cloud;Quartier d'Auteuil;75016
976;Porte de Saint-Cloud - Murat;48.8382467;2.2581105;bus;Avenue de Versailles;Quartier d'Auteuil;75016
977;Porte de Saint-Cloud;48.8375814;2.2564752;bus;Place de la Porte de Saint-Cloud;Quartier d'Auteuil;75016
978;Porte de Saint-Cloud - Murat;48.8372703;2.2589422;bus;Boulevard Murat;Quartier d'Auteuil;75016
979;Pont de la Vallée;48.8255894;2.3019094;bus;Rue Claude Garamond;Quartier de Plaisance;75014
980;Petit Pont;48.8525037;2.3463959;bus;Rue du Petit Pont;Quartier de la Sorbonne;75005
981;Gare de l'Est;48.8761394;2.3586199;bus;Rue du 8 Mai 1945;Quartier Saint-Vincent-de-Paul;75010
982;Gare de l'Est;48.8761194;2.3580473;bus;Rue du 8 Mai 1945;Quartier de la Porte-Saint-Denis;75010
983;Pont de Solférino - Quai des Tuileries;48.8622556;2.3254741;bus;Quai Aimé Césaire;Quartier Saint-Germain-l'Auxerrois;75001
984;Rungis;48.8226494;2.347242;bus;Rue Bobillot;Quartier de la Maison-Blanche;75013
985;Saint-Germain - Cardinal Lemoine;48.8493215;2.3553775;bus;Boulevard Saint-Germain;Quartier Saint-Victor;75005
986;Saint-Germain - Cardinal Lemoine;48.849381;2.3538348;bus;Boulevard Saint-Germain;Quartier Saint-Victor;75005
987;Saint-Jacques - Gay-Lussac;48.8437255;2.342232;bus;Rue Gay-Lussac;Quartier du Val-de-Grâce;75005
988;Porte Molitor;48.8450091;2.2572426;bus;Boulevard Murat;Quartier d'Auteuil;75016
989;Porte d'Auteuil;48.8471998;2.2582586;bus;Boulevard Murat;Quartier d'Auteuil;75016
990;Porte d'Auteuil;48.8470143;2.2585872;bus;Boulevard Murat;Quartier d'Auteuil;75016
991;Gare d'Auteuil;48.8482775;2.2600932;bus;Rue Poussin;Quartier d'Auteuil;75016
992;Bosquet - Grenelle;48.8569798;2.3045047;bus;Avenue Bosquet;Quartier du Gros-Caillou;75007
993;Parc Montsouris;48.8243211;2.339925;bus;Rue Gazan;Quartier du Parc-de-Montsouris;75014
994;Musée du Louvre;48.8608509;2.3335628;bus;Quartier Saint-Germain-l'Auxerrois;Paris 1er Arrondissement;75001
995;Henry de Montherlant;48.86023;2.3272407;bus;Quai Valéry Giscard d'Estaing;Quartier Saint-Thomas-d'Aquin;75007
996;Opéra;48.8714119;2.3325973;bus;Rue Halévy;Quartier de la Chaussée-d'Antin;75009
997;Château de Vincennes;48.8441117;2.4415297;bus;Avenue de Nogent;Quartier de Picpus;75012
998;Concorde - Cours la Reine;48.8656537;2.3201055;bus;Terrasse de l'Orangerie;Quartier Saint-Germain-l'Auxerrois;75001
999;Gluck - Haussmann;48.8728489;2.3318466;bus;Rue Gluck;Quartier de la Chaussée-d'Antin;75009
1000;Mairie du 17e;48.8838676;2.3225552;bus;Rue des Batignolles;Quartier des Batignolles;75017
1001;Bucarest;48.8810195;2.3244213;bus;Rue Clapeyron;Quartier de l'Europe;75008
1002;Gare Saint-Lazare;48.8758441;2.3236838;bus;Rue de Rome;Quartier de l'Europe;75008
1003;Square des Batignolles;48.8863726;2.3173626;bus;Rue Boursault;Quartier des Batignolles;75017
1004;La Condamine;48.8846041;2.3193334;bus;Rue Boursault;Quartier des Batignolles;75017
1005;La Jonquière;48.89457;2.3209462;bus;Rue Pouchet;Quartier des Épinettes;75017
1006;Navier;48.89581;2.3227075;bus;Rue Navier;Quartier des Épinettes;75017
1007;Épinettes - Pouchet;48.8972653;2.3244855;bus;Rue Jacques Kellner;Quartier des Épinettes;75017
1008;Bois le Prêtre;48.8993187;2.3210074;bus;Boulevard du Bois le Prêtre;Quartier des Épinettes;75017
1009;Reuilly - Diderot;48.8472291;2.386374;bus;Boulevard Diderot;Quartier de Picpus;75012
1010;Reuilly - Diderot;48.8474923;2.3873807;bus;Boulevard Diderot;Quartier de Picpus;75012
1011;Nation-Diderot;48.848303;2.3945741;bus;Boulevard Diderot;Quartier de Picpus;75012
1012;Nation-Diderot;48.8481788;2.3947259;bus;Boulevard Diderot;Quartier de Picpus;75012
1013;Daumesnil - Diderot;48.846289;2.378099;bus;Boulevard Diderot;Quartier des Quinze-Vingts;75012
1014;Hôpital Saint-Antoine;48.8467598;2.3810401;bus;Boulevard Diderot;Quartier des Quinze-Vingts;75012
1015;Bois le Prêtre;48.8990314;2.3214144;bus;Boulevard du Bois le Prêtre;Quartier des Épinettes;75017
1016;Rue Pouchet;48.896827;2.3225917;bus;Quartier des Épinettes;Paris 17e Arrondissement;75017
1017;La Jonquière;48.8940076;2.3203856;bus;Rue Pouchet;Quartier des Épinettes;75017
1018;Nation - Trone;48.8484929;2.3971267;bus;Avenue du Trône;Quartier Sainte-Marguerite;75011
1019;Pierre Bourdan;48.8477832;2.3911928;bus;Boulevard Diderot;Quartier de Picpus;75012
1020;Hôpital Saint-Antoine;48.8467583;2.3822539;bus;Boulevard Diderot;Quartier des Quinze-Vingts;75012
1021;Buzenval;48.851844;2.4010499;bus;Rue d'Avron;Quartier de Charonne;75020
1022;Buzenval;48.8524573;2.4011013;bus;Rue de Buzenval;Quartier de Charonne;75020
1023;Avron;48.8514593;2.3989093;bus;Rue d'Avron;Quartier de Charonne;75020
1024;République;48.8680364;2.3640066;bus;Place de la République;Quartier de la Porte-Saint-Martin;75010
1025;Porte de Charenton;48.8309635;2.3989277;bus;Avenue de la Porte de Charenton;Quartier de Bercy;75012
1026;Terroirs de France;48.8322621;2.3892211;bus;Avenue des Terroirs de France;Quartier de Bercy;75012
1027;Terroirs de France;48.8317101;2.3877834;bus;Avenue des Terroirs de France;Quartier de Bercy;75012
1028;Porte de Charenton;48.8314189;2.3984123;bus;Avenue de la Porte de Charenton;Quartier de Picpus;75012
1029;Frères Lumière;48.8177557;2.4597142;bus;Avenue des Canadiens;Quartier de Picpus;75012
1030;INSEP;48.8338167;2.455075;bus;11;Avenue du Tremblay;75012
1031;Carrefour de Beauté;48.8276017;2.4641428;bus;Avenue du Tremblay;Quartier de Picpus;75012
1032;Champ de Manœuvre - Tremblay;48.8356934;2.4525728;bus;Route du Champ de Manœuvre;Quartier de Picpus;75012
1033;Cartoucherie;48.8346621;2.4489644;bus;Route du Champ de Manœuvre;Quartier de Picpus;75012
1034;Parc Floral;48.840833;2.437923;bus;Cours des Maréchaux;Quartier de Picpus;75012
1035;Stade Léo Lagrange;48.8363543;2.4417575;bus;Route de la Pyramide;Quartier de Picpus;75012
1036;Parc Floral;48.8404363;2.4384572;bus;Mail des Minimes;Quartier de Picpus;75012
1037;INSEP;48.834502;2.4545488;bus;Avenue du Tremblay;Quartier de Picpus;75012
1038;Carrefour de Beauté;48.8278514;2.4636174;bus;Avenue du Tremblay;Quartier de Picpus;75012
1039;Cartoucherie;48.8347936;2.449858;bus;Route du Champ de Manœuvre;Quartier de Picpus;75012
1040;Stade Léo Lagrange;48.8371403;2.4408904;bus;Route de la Pyramide;Quartier de Picpus;75012
1041;Champ de Manœuvre - Tremblay;48.835456;2.453362;bus;Avenue du Tremblay;Quartier de Picpus;75012
1042;Opéra - Rue Halévy;48.8718165;2.3327683;bus;Rue Halévy;Quartier de la Chaussée-d'Antin;75009
1043;Anvers - Sacre Cœur;48.8827868;2.3443446;bus;Boulevard Marguerite de Rochechouart;Quartier de Rochechouart;75009
1044;Rochechouart - Clignancourt;48.8834067;2.3462776;bus;Boulevard Marguerite de Rochechouart;Quartier de Clignancourt;75018
1045;Rochechouart - Clignancourt;48.8832195;2.3465319;bus;Boulevard Marguerite de Rochechouart;Quartier de Rochechouart;75009
1046;Rochechouart - Martyrs;48.8822878;2.3405659;bus;Boulevard Marguerite de Rochechouart;Quartier de Clignancourt;75018
1047;Anvers - Sacre Cœur;48.8829704;2.3440536;bus;Boulevard Marguerite de Rochechouart;Quartier de Clignancourt;75018
1048;Rochechouart - Martyrs;48.8819819;2.3401989;bus;Boulevard Marguerite de Rochechouart;Quartier de Rochechouart;75009
1049;Pigalle;48.8822716;2.3374743;bus;Boulevard de Clichy;Quartier Saint-Georges;75009
1050;La Fontaine - Radio France;48.8521194;2.2735577;bus;Avenue du Recteur Poincaré;Quartier d'Auteuil;75016
1051;Gare de Lyon;48.8440927;2.3729766;bus;Rue de Bercy;Quartier des Quinze-Vingts;75012
1052;Blanche;48.883786;2.3330036;bus;Boulevard de Clichy;Quartier des Grandes-Carrières;75018
1053;Blanche;48.883515;2.3330746;bus;Boulevard de Clichy;Quartier Saint-Georges;75009
1054;Pierre Bourdan;48.8478239;2.3903777;bus;Boulevard Diderot;Quartier de Picpus;75012
1055;Michel Bizot;48.8367309;2.4030932;bus;Avenue Daumesnil;Quartier du Bel-Air;75012
1056;Daumesnil - Félix Éboué;48.839841;2.3943255;bus;Avenue Daumesnil;Quartier de Picpus;75012
1057;Michel Bizot;48.8370097;2.4028523;bus;Avenue Daumesnil;Quartier du Bel-Air;75012
1058;Sidi Brahim;48.8382125;2.3990651;bus;Avenue Daumesnil;Quartier de Picpus;75012
1059;Charles Bossut;48.8433136;2.3836964;bus;Avenue Daumesnil;Quartier de Bercy;75012
1060;Daumesnil - Félix Éboué;48.8400154;2.3942912;bus;Avenue Daumesnil;Quartier de Picpus;75012
1061;Sidi Brahim;48.8382966;2.3993563;bus;Avenue Daumesnil;Quartier de Picpus;75012
1062;Charles Bossut;48.8430366;2.3839545;bus;Avenue Daumesnil;Quartier de Bercy;75012
1063;Daumesnil - Félix Éboué;48.8391016;2.3965686;bus;Avenue Daumesnil;Quartier de Picpus;75012
1064;Mairie du 12e;48.841651;2.387428;bus;Avenue Daumesnil;Quartier de Picpus;75012
1065;Nation - Saint-Antoine;48.8486493;2.394695;bus;Rue du Faubourg Saint-Antoine;Quartier Sainte-Marguerite;75011
1066;Mairie du 12e;48.8411428;2.3884744;bus;Avenue Daumesnil;Quartier de Picpus;75012
1067;Dubrunfaut;48.8406293;2.3907472;bus;Avenue Daumesnil;Quartier de Picpus;75012
1068;Rambouillet;48.8445304;2.3812481;bus;Avenue Daumesnil;Quartier des Quinze-Vingts;75012
1069;Daumesnil - Félix Éboué;48.8392784;2.3966867;bus;Avenue Daumesnil;Quartier de Picpus;75012
1070;Porte Dorée - Daumesnil;48.8357956;2.4061688;bus;Avenue Daumesnil;Quartier du Bel-Air;75012
1071;Rambouillet;48.844616;2.3806775;bus;Avenue Daumesnil;Quartier des Quinze-Vingts;75012
1072;Plaine de la Faluère;48.8345268;2.4442929;bus;Route de la Pyramide;Quartier de Picpus;75012
1073;Plaine de la Faluère;48.8344774;2.4442169;bus;Route de la Pyramide;Quartier de Picpus;75012
1074;Porte Dorée;48.8355097;2.4073749;bus;Place Édouard Renard;Quartier du Bel-Air;75012
1075;Parc Zoologique;48.8343511;2.4116845;bus;Avenue Sainte-Marie;Quartier du Bel-Air;75012
1076;Porte Dorée;48.8350772;2.4071651;bus;Place Édouard Renard;Quartier du Bel-Air;75012
1077;Réaumur - Montmartre;48.8679551;2.3442419;bus;Rue Réaumur;Quartier du Mail;75002
1078;Sentier;48.867445;2.3466198;bus;Rue Réaumur;Quartier du Mail;75002
1079;Charenton - Wattignies;48.8371465;2.3908499;bus;Rue Proudhon;Quartier de Bercy;75012
1080;Château de Vincennes;48.8441215;2.4405058;bus;Avenue de Nogent;Quartier de Picpus;75012
1081;Château de Vincennes;48.8440722;2.4406777;bus;Avenue de Nogent;Quartier de Picpus;75012
1082;Château de Vincennes;48.8440544;2.4409292;bus;Avenue de Nogent;Quartier de Picpus;75012
1083;Château de Vincennes;48.8440308;2.4412257;bus;Avenue de Nogent;Quartier de Picpus;75012
